Type,Date,Bill Number,Discount,Subtotal,Delivery Amt,Total Bill,Channel,Customer ID,Dish Details
Home Delivery,2018-06-03,20083973640,0,160,0,160,-,247974745009,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-06-03,20083973968,0,633,0,633,-,UnKnown,"Chicken Lollypop (6 pc) (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-2.000),Chicken Home Style (QTY-1.000),Fish Tikka (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-03,20083974296,0,190,0,190,Zomato Online,69248664555,"Tandoori Roti Butter (QTY-2.000),Kadhai Chicken (QTY-1.000)"
Take Away,2018-06-03,20083974624,0,340,10,350,-,301109882616,Butter Chicken (QTY-1.000)
Home Delivery,2018-06-03,20083974952,0,230,0,230,Zomato Online,249225365981,"Plain Rice (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-06-03,20083975280,0,180,0,180,Zomato Online,69428028323,"Tandoori Roti Butter (QTY-4.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-03,20083975608,0,140,0,140,Zomato COD,249028086755,Chicken Chettinad (QTY-1.000)
Home Delivery,2018-06-03,20083975936,0,205,0,205,Zomato Online,249224692661,"Tandoori Roti Butter (QTY-4.000),Butter nan (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-03,20083976264,0,160,0,160,Zomato COD,248949297434,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Take Away,2018-06-03,20083976592,0,186,0,186,-,UnKnown,"Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-06-03,20083976920,0,150,0,150,Zomato Online,249025416942,Veg Biryani (QTY-1.000)
Home Delivery,2018-06-03,20083977248,0,120,0,120,Zomato Online,35326917810,Chicken Curry (QTY-1.000)
Home Delivery,2018-06-03,20083977576,0,240,0,240,Zomato COD,69427738659,"Chole Kulche Amritsari (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-06-03,20083977904,0,160,0,160,Zomato Online,35326998906,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-03,20083978232,0,450,0,450,Zomato COD,35327003432,"Paneer Paratha (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Roll (QTY-1.000)"
Home Delivery,2018-06-03,20083978560,0,198,0,198,Zomato Online,249028088708,"Tandoori Roti (QTY-4.000),Keema Masala (QTY-1.000)"
Home Delivery,2018-06-03,20083978888,0,220,0,220,Zomato Online,249028103030,Chicken Home Style (QTY-1.000)
Dine In,2018-06-03,20083979216,0,310,0,310,-,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Fish Tikka (QTY-1.000),Cold Drink s (QTY-1.000)"
Take Away,2018-06-03,20083979544,0,130,0,130,-,38271357206,Fish Tikka (QTY-1.000)
Dine In,2018-06-03,20083979872,0,477,0,477,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Egg Curry (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-06-03,20083980200,0,380,0,380,Zomato Online,246127143459,"Plain nan (QTY-2.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-06-03,20083980528,0,250,0,250,Zomato COD,275019666212,Rayalaseema Kodi Kura (QTY-1.000)
Home Delivery,2018-06-03,20083980856,0,400,0,400,Zomato Online,309783962825,"Chicken Tikka (QTY-1.000),Tadka Khichdi (QTY-1.000),Chicken Roll (QTY-1.000)"
Home Delivery,2018-06-03,20083981184,0,520,0,520,Zomato COD,271880183341,"Butter Chicken (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-06-03,20083981512,0,390,0,390,Zomato Online,299660632833,"Egg Biryani (QTY-1.000),Dal tadhka (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-03,20083981840,0,160,0,160,Zomato COD,248949285344,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-03,20083982168,0,380,0,380,Zomato Online,69428030214,"Plain nan (QTY-2.000),Butter Chicken (QTY-1.000),Mutter Paneer (QTY-1.000)"
Home Delivery,2018-06-03,20083982496,0,330,0,330,Zomato Online,246127160137,"Chilly Paneer (QTY-1.000),Chole Bathure (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-06-03,20083982824,0,270,0,270,Zomato COD,69427738163,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Dal Fry (QTY-1.000)"
Home Delivery,2018-06-03,20083983152,0,160,0,160,Zomato Online,69419473036,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Take Away,2018-06-03,20083983480,0,590,0,590,-,UnKnown,"Tandoori Chicken (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-06-03,20083983808,0,240,0,240,Zomato Online,217025444734,"Chicken Roast (QTY-1.000),Lachchha Paratha (QTY-2.000)"
Dine In,2018-06-03,20083984136,0,160,0,160,-,UnKnown,Chicken Fry (QTY-1.000)
Take Away,2018-06-03,20083984464,0,260,10,270,-,UnKnown,"Egg Biryani (QTY-1.000),Paneer Tikka (QTY-1.000)"
Home Delivery,2018-06-03,20083984792,0,175,0,175,Zomato Online,69438914841,"Chicken Leg Afgani 2 pc (QTY-1.000),Butter nan (QTY-1.000)"
Dine In,2018-06-03,20083985120,0,140,0,140,-,UnKnown,Dal Makhani (QTY-1.000)
Home Delivery,2018-06-03,20083985448,0,300,0,300,Zomato Online,219770249183,"Mutton Curry (QTY-1.000),Mutton Bhuna (QTY-1.000)"
Home Delivery,2018-06-03,20083985776,0,154,0,154,Zomato Online,69427965765,"Tandoori Roti (QTY-2.000),Chicken Home Style (QTY-1.000)"
Dine In,2018-06-03,20083986104,0,148,0,148,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Egg Curry (QTY-1.000)"
Dine In,2018-06-03,20083986432,0,264,0,264,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Kadhai Paneer (QTY-1.000)"
Dine In,2018-06-03,20083986760,0,160,0,160,-,UnKnown,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Dine In,2018-06-03,20083987088,0,190,0,190,-,UnKnown,"Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Fish Curry (QTY-1.000)"
Dine In,2018-06-03,20083987416,0,300,0,300,-,UnKnown,Hyderabadi Chicken Tikka Biryani (QTY-1.000)
Dine In,2018-06-03,20083987744,0,446,0,446,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Chicken Tikka Masala (QTY-1.000)"
Home Delivery,2018-06-03,20083988072,0,472,0,472,Zomato Online,35326917283,"Tandoori Roti (QTY-6.000),Chicken Nilgir (QTY-1.000),Chicken Tikka Masala (QTY-1.000),Paneer Tikka (QTY-1.000)"
Home Delivery,2018-06-03,20083988400,0,232,0,232,Zomato COD,69427922241,"Tandoori Roti (QTY-1.000),Lachchha Paratha (QTY-2.000),Butter Chicken (QTY-1.000)"
Dine In,2018-06-03,20083988728,0,395,0,395,-,UnKnown,"Tandoori Chicken Kali Mirch (QTY-1.000),Garlic Nan (QTY-1.000),Rumali Roti (QTY-1.000),Chicken Handi (QTY-1.000)"
Take Away,2018-06-03,20083989056,0,290,0,290,-,275587005892,"Chilly Paneer (QTY-1.000),Tandoori Chicken Afgani (QTY-1.000)"
Home Delivery,2018-06-03,20083989384,0,160,0,160,Zomato Online,249229160443,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-03,20083989712,0,332,0,332,Zomato Online,69419473253,"Tandoori Roti (QTY-6.000),Chole Bathure (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-06-03,20083990040,0,510,0,510,Zomato Online,69419734521,"Paneer Pahadi Tikka (QTY-1.000),Paneer Pudina Tikka (QTY-1.000),Chicken Leg Afgani 2 pc (QTY-1.000),Cheese Garlic Paratha (QTY-1.000)"
Take Away,2018-06-03,20083990368,0,150,0,150,-,300258306974,Mutton Bati (QTY-1.000)
Dine In,2018-06-03,20083991024,0,220,0,220,-,UnKnown,"Chilly Paneer (QTY-1.000),Chicken Afghani Tikka (QTY-1.000)"
Home Delivery,2018-06-03,20083991352,0,160,0,160,Zomato COD,35326926924,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Dine In,2018-06-03,20083991680,0,324,0,324,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Plain Rice (QTY-1.000),Kadhai Paneer (QTY-1.000)"
Home Delivery,2018-06-03,20083992008,0,130,0,130,Zomato Online,248943908270,"Aloo Paratha (QTY-1.000),Gobhi Paratha (QTY-1.000),Paneer Paratha (QTY-1.000)"
Dine In,2018-06-03,20083992336,0,320,0,320,-,UnKnown,"Chicken Seekh Kebab (QTY-1.000),Mutton Seekh Kebab (QTY-1.000),water bottle (QTY-1.000),Cold Drink (QTY-1.000)"
Dine In,2018-06-03,20083992664,0,474,0,474,-,UnKnown,"Tandoori Chicken Kali Mirch (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Plain Rice (QTY-1.000),Chicken Handi (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-03,20083992992,0,590,0,590,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000)"
Dine In,2018-06-03,20083993320,0,630,0,630,-,UnKnown,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Plain Rice (QTY-1.000),Plain Rice (QTY-1.000),Mutton Rogan Josh (QTY-1.000),water bottle (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-06-03,20083993648,0,170,0,170,-,UnKnown,"Mutton Bati (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-03,20083993976,0,510,0,510,Zomato Online,248949299759,"Tandoori Roti Butter (QTY-10.000),Egg Biryani (QTY-1.000),Plain Rice (QTY-1.000),Keema Masala (QTY-1.000)"
Dine In,2018-06-03,20083994304,0,240,0,240,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Jeera Rice (QTY-1.000),Egg Curry (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-03,20083994632,0,180,0,180,Zomato Online,249229210043,Paneer Butter Masala (QTY-1.000)
Dine In,2018-06-03,20083994960,0,150,0,150,-,UnKnown,Chicken Leg Malai 2pc (QTY-1.000)
Take Away,2018-06-03,20083995288,0,290,0,290,-,302408281315,"Plain Rice (QTY-1.000),Fish Curry (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),Cold Drink (QTY-1.000)"
Dine In,2018-06-03,20083995616,0,80,0,80,-,UnKnown,"Cold Drink (QTY-1.000),Cold Drink (QTY-1.000)"
Dine In,2018-06-03,20083995944,0,40,0,40,-,UnKnown,Cold Drink (QTY-1.000)
Home Delivery,2018-06-03,20083996272,0,700,20,720,-,251380891616,"Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Dine In,2018-06-03,20083996600,0,663,0,663,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Plain Rice (QTY-1.000),Plain Rice (QTY-1.000),Chicken Home Style (QTY-1.000),Chicken Home Style (QTY-1.000)"
Dine In,2018-06-04,20083996928,0,450,0,450,-,UnKnown,"Tea (QTY-1.000),Tea (QTY-1.000),Tea (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-04,20083997256,0,290,0,290,Zomato Online,249025408200,Tandoori Chicken (QTY-1.000)
Home Delivery,2018-06-04,20083997584,0,136,0,136,Zomato Online,249229163047,"Tandoori Roti (QTY-3.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-06-04,20083997912,0,220,0,220,Zomato Online,69427922892,"Tandoori Roti (QTY-10.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-06-04,20083998240,0,256,0,256,Zomato COD,249028090289,"Tandoori Roti (QTY-8.000),Mutter Paneer (QTY-1.000)"
Home Delivery,2018-06-04,20083998568,0,160,0,160,Zomato Online,69428137629,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-04,20083999224,0,120,0,120,Zomato Online,249023920200,Chicken Curry (QTY-1.000)
Dine In,2018-06-04,20083999552,0,210,0,210,-,UnKnown,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Plain Rice (QTY-1.000),Chicken Curry (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-04,20083999880,0,100,0,100,-,UnKnown,"Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000)"
Home Delivery,2018-06-04,20084000208,0,300,0,300,Zomato COD,69419341255,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084000536,0,160,0,160,Zomato Online,249229209268,"Veg Roll (QTY-1.000),Lachchha Paratha (QTY-1.000),Chole Kulche Amritsari (QTY-1.000)"
Take Away,2018-06-04,20084000864,0,300,0,300,-,273651663864,Chicken Fry (QTY-1.000)
Home Delivery,2018-06-04,20084001192,0,260,0,260,Zomato Online,246127139987,"Egg Biryani (QTY-1.000),Chicken Roll (QTY-1.000)"
Home Delivery,2018-06-04,20084001520,0,160,0,160,Zomato Online,249224660948,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084001848,0,140,0,140,Zomato Online,249229189366,"Paneer Roll (QTY-1.000),Cold Coffee (QTY-1.000)"
Home Delivery,2018-06-04,20084002176,0,130,0,130,Zomato COD,35326910773,Chicken Palak (QTY-1.000)
Home Delivery,2018-06-04,20084002504,0,160,0,160,Zomato COD,249225347288,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084002832,0,200,0,200,Zomato Online,248949298333,"Egg Roll (QTY-1.000),Benjo (QTY-1.000),Cold Coffee With Ice Cream (QTY-1.000),Butter Milk (QTY-1.000)"
Home Delivery,2018-06-04,20084003160,0,180,0,180,Zomato Online,249229212337,Butter Chicken (QTY-1.000)
Home Delivery,2018-06-04,20084003488,0,181,0,181,Zomato Online,249229194419,"Tandoori Roti (QTY-3.000),Butter nan (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-04,20084003816,0,180,0,180,Zomato Online,69427922458,Butter Chicken (QTY-1.000)
Home Delivery,2018-06-04,20084004144,0,160,0,160,Zomato Online,35326915919,Egg Biryani (QTY-1.000)
Take Away,2018-06-04,20084004472,0,120,10,130,-,297461909752,Chicken Curry (QTY-1.000)
Dine In,2018-06-04,20084004800,0,320,0,320,-,UnKnown,"Mushroom Masala (QTY-1.000),Paneer Butter Masala (QTY-1.000)"
Home Delivery,2018-06-04,20084005128,0,180,0,180,Zomato COD,249229160040,"Chole Kulche Amritsari (QTY-1.000),rajma rice (QTY-1.000)"
Home Delivery,2018-06-04,20084005456,0,180,0,180,Zomato Online,249023913287,Butter Chicken (QTY-1.000)
Home Delivery,2018-06-04,20084006112,0,240,0,240,Zomato COD,249229170735,"Omlette (QTY-1.000),Plain Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-04,20084006440,0,260,0,260,Zomato Online,69427924876,"Egg Biryani (QTY-1.000),Egg Curry (QTY-1.000)"
Take Away,2018-06-04,20084006768,0,120,0,120,-,UnKnown,"Cheese maggi (QTY-1.000),Cold Coffee With Ice Cream (QTY-1.000)"
Home Delivery,2018-06-04,20084007096,0,150,0,150,Zomato Online,69429004482,Mutton Bati (QTY-1.000)
Home Delivery,2018-06-04,20084007424,0,240,0,240,Zomato Online,248949294024,"Chicken Afghani Tikka (QTY-1.000),Chicken Malai Tikka (QTY-1.000)"
Home Delivery,2018-06-04,20084007752,0,160,0,160,Zomato Online,69419530665,Chicken Handi (QTY-1.000)
Home Delivery,2018-06-04,20084008080,0,290,0,290,Zomato Online,249028101077,"Chicken Tikka (QTY-1.000),Butter Chicken (QTY-1.000)"
Take Away,2018-06-04,20084008408,0,160,0,160,-,UnKnown,"Chole Bathure (QTY-1.000),Chole Bathure (QTY-1.000)"
Take Away,2018-06-04,20084008736,0,160,0,160,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084009064,0,240,0,240,Zomato COD,246127150310,"Chole Kulche Amritsari (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-06-04,20084009392,0,120,0,120,Zomato Online,69419474431,Chicken Curry (QTY-1.000)
Home Delivery,2018-06-04,20084009720,0,150,0,150,Zomato Online,249225347970,Mutton Bati (QTY-1.000)
Home Delivery,2018-06-04,20084010048,0,326,0,326,Zomato COD,309310972854,"Tandoori Roti (QTY-8.000),Dal tadhka (QTY-1.000),Mix Veg (QTY-1.000)"
Home Delivery,2018-06-04,20084010376,0,436,0,436,Zomato Online,249025404201,"Tandoori Roti (QTY-18.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-04,20084010704,0,460,0,460,Zomato Online,248949287576,"Tandoori Paratha (QTY-2.000),Lachchha Paratha (QTY-3.000),Aloo Paratha (QTY-1.000),Chicken Tikka Masala (QTY-1.000)"
Home Delivery,2018-06-04,20084011032,0,270,0,270,Zomato Online,249225356774,"Egg Biryani (QTY-1.000),Dal tadhka (QTY-1.000)"
Take Away,2018-06-04,20084011360,0,160,10,170,-,280208807114,Egg Biryani (QTY-1.000)
Dine In,2018-06-04,20084011688,0,380,0,380,-,UnKnown,"Chicken Garlic Tikka (QTY-1.000),Chicken Afghani Tikka (QTY-1.000)"
Take Away,2018-06-04,20084012016,0,100,0,100,-,304617067399,"Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000)"
Home Delivery,2018-06-04,20084012344,0,160,0,160,Zomato COD,69419528991,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084012672,0,160,0,160,-,303822923504,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-04,20084013000,0,120,0,120,Zomato Online,137355598277,Chicken Curry (QTY-1.000)
Home Delivery,2018-06-04,20084013328,0,340,0,340,Zomato Online,249229167170,Butter Chicken (QTY-1.000)
Home Delivery,2018-06-04,20084013656,0,100,0,100,Zomato COD,309789051661,chole rice (QTY-1.000)
Home Delivery,2018-06-04,20084013984,0,260,0,260,-,309789051661,"Aloo Paratha (QTY-1.000),Aloo Paratha (QTY-1.000),Omlette (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-04,20084014312,0,220,0,220,-,UnKnown,"rajma rice (QTY-1.000),Butter Khichdhi (QTY-1.000)"
Home Delivery,2018-06-04,20084014640,0,240,0,240,Zomato Online,69427927945,"Egg Fried Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Take Away,2018-06-04,20084014968,0,210,0,210,-,UnKnown,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Chicken Kolhapuri (QTY-1.000)"
Home Delivery,2018-06-04,20084015296,0,450,0,450,Zomato Online,249229165496,"Mutton Rogan Josh (QTY-1.000),Mutton Bati (QTY-1.000)"
Take Away,2018-06-04,20084015624,0,160,0,160,-,UnKnown,"Hakka Noodles (QTY-1.000),Bread Omlette (QTY-1.000)"
Dine In,2018-06-04,20084015952,0,380,0,380,-,UnKnown,"Fried Rice (QTY-1.000),Chicken Pudina Tikka (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-06-04,20084016280,0,783,0,783,Zomato COD,69427739682,"Tandoori Roti (QTY-4.000),Pudina Paratha (QTY-1.000),Cheese Garlic Paratha (QTY-1.000),Garlic Nan (QTY-1.000),Tadka Khichdi (QTY-2.000),Egg Curry (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-06-04,20084016608,0,190,0,190,Zomato Online,249023917844,Tandoori Chicken Afgani (QTY-1.000)
Home Delivery,2018-06-04,20084016936,0,190,0,190,Zomato COD,69428143457,"Tandoori Roti Butter (QTY-2.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-06-04,20084017264,0,480,0,480,Zomato COD,35326998720,"Tandoori Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000)"
Dine In,2018-06-04,20084017592,0,10,0,10,-,UnKnown,Tea (QTY-1.000)
Dine In,2018-06-04,20084017920,0,220,0,220,-,UnKnown,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Omlette (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-06-04,20084018248,0,160,0,160,Zomato Online,249229211252,Chicken Fry (QTY-1.000)
Home Delivery,2018-06-04,20084018576,0,260,0,260,Zomato Online,249229183197,Mutton Bhuna (QTY-1.000)
Take Away,2018-06-04,20084018904,0,100,0,100,-,UnKnown,Egg Curry (QTY-1.000)
Take Away,2018-06-04,20084019232,0,60,0,60,-,UnKnown,"water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Dine In,2018-06-04,20084019560,0,150,0,150,-,UnKnown,"Bhel (QTY-1.000),Bhel (QTY-1.000),Bhel (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Dine In,2018-06-04,20084019888,0,550,0,550,-,UnKnown,"Green Salad (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Plain Rice (QTY-1.000),Dal Fry (QTY-1.000),Dal Makhani (QTY-1.000),Jeera Aloo (QTY-1.000),Mutton Home Style (QTY-1.000)"
Dine In,2018-06-04,20084021200,0,40,0,40,-,UnKnown,Masala Maggi (QTY-1.000)
Home Delivery,2018-06-05,20084020216,0,300,0,300,Zomato Online,248949294613,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-05,20084020872,0,210,0,210,Zomato Online,69438870976,"Garlic Nan (QTY-2.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-06-05,20084021528,0,310,0,310,Zomato Online,249229156785,"Chole Bathure (QTY-2.000),Cold Coffee (QTY-3.000)"
Home Delivery,2018-06-05,20084021856,0,240,0,240,-,244865939862,"Butter Khichdhi (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000)"
Take Away,2018-06-05,20084022184,0,320,0,320,-,UnKnown,"Chole Bathure (QTY-1.000),Chole Bathure (QTY-1.000),Chole Bathure (QTY-1.000),Chole Bathure (QTY-1.000)"
Dine In,2018-06-05,20084022512,0,530,0,530,-,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-2.000),Plain Rice (QTY-1.000),Fish Curry (QTY-1.000)"
Dine In,2018-06-05,20084022840,0,320,0,320,-,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-06-05,20084023168,0,110,0,110,-,UnKnown,"Chole Bathure (QTY-1.000),Bhel (QTY-1.000)"
Dine In,2018-06-05,20084023496,0,40,0,40,-,UnKnown,"water bottle (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-05,20084023824,0,20,0,20,-,249229169991,Cold Drink s (QTY-1.000)
Dine In,2018-06-05,20084024152,0,240,0,240,-,UnKnown,"Chicken Fried Rice (QTY-1.000),Omlette (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
